expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,animate,person,properNoun,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,wh_np_verb,responsive,passive,strict_intrans,strict_trans,causative,spray_load,inchoative,agentive,event,adjs,restrictor_DE,scope_DE,NPI,agent,occupation,clothing,appearance,physical,conceptual,artifact,start_with_vowel,frontable,gender,irrpl,special_en_form,irr_verb,irr_past,document,negated,locale,institution,arg_clause,homophonous,pluralform,singularform,sgequalspl,topic,image,v_embed_sc,change_of_state,initial_state,change_arg,vehicle,vegetable,food,light,liquid,animal,openable,climbable,cleanable,buildable,drinkable,singable,boat,money,interior,quantifier,antonym,locative_prepositions,synonym_hypernym_hyponym,OOV_inductive_biases,over,base_ed,past_ed,is_in_cds
crash,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,crash_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crashes,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,crash_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crashed,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,crash_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crashed,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,crash_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crashing,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,crash_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stop,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,stop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stop,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,stop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stops,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,stop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stopped,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,stop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stopped,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,stop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stopping,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,stop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
slow,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,slow_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed up_S\NP,,stop_S\NP,,0,0,0,1
slow,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,slow_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed up_S\NP,,stop_S\NP,,0,0,0,1
slows,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,slow_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed up_S\NP,,stop_S\NP,,0,0,0,1
slowed,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,slow_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed up_S\NP,,stop_S\NP,,0,0,0,1
slowed,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,slow_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed up_S\NP,,stop_S\NP,,0,0,0,1
slowing,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,slow_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed up_S\NP,,stop_S\NP,,0,0,0,1
speed up,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,speed up_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_S\NP,,accelerate_S\NP,,0,0,0,1
speed up,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,speed up_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_S\NP,,accelerate_S\NP,,0,0,0,1
speeds up,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,speed up_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_S\NP,,accelerate_S\NP,,0,0,0,0
sped up,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,speed up_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_S\NP,,accelerate_S\NP,,0,0,0,0
sped up,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,speed up_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_S\NP,,accelerate_S\NP,,0,0,0,0
speeding up,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,speed up_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_S\NP,,accelerate_S\NP,,0,0,0,1
accelerate,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,accelerate_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
accelerate,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,accelerate_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
accelerates,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,accelerate_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
accelerated,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,accelerate_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
accelerated,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,accelerate_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
accelerating,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,accelerate_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
turn,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,turn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
turn,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,turn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
turns,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,turn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
turned,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,turn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
turned,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,turn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
turning,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,turn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
burn,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,food=1,,,burn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
burn,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^food=1,,,burn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
burns,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^food=1,,,burn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
burned,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,food=1,,,burn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
burned,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,food=1,,,burn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
burning,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,food=1,,,burn_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
bake,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,food=1,,,bake_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
bake,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^food=1,,,bake_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
bakes,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^food=1,,,bake_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
baked,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,food=1,,,bake_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
baked,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,food=1,,,bake_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
baking,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,food=1,,,bake_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scorch,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,food=1,,,scorch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
scorch,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^food=1,,,scorch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
scorches,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^food=1,,,scorch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
scorched,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,food=1,,,scorch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
scorched,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,food=1,,,scorch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
scorching,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,food=1,,,scorch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
char,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,food=1,,,char_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
char,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^food=1,,,char_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
chars,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^food=1,,,char_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
charred,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,food=1,,,char_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
charred,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,food=1,,,char_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
charring,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,food=1,,,char_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
blacken,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,food=1,,,blacken_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
blacken,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^food=1,,,blacken_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
blackens,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^food=1,,,blacken_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
blackened,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,food=1,,,blacken_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
blackened,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,food=1,,,blacken_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
blackening,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,food=1,,,blacken_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
twirl,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,clothing=1,,,twirl_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
twirl,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^clothing=1,,,twirl_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
twirls,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^clothing=1,,,twirl_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
twirled,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,clothing=1,,,twirl_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
twirled,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,clothing=1,,,twirl_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
twirling,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,clothing=1,,,twirl_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
twist,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,clothing=1,,,twist_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
twist,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^clothing=1,,,twist_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
twists,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^clothing=1,,,twist_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
twisted,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,clothing=1,,,twist_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
twisted,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,clothing=1,,,twist_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
twisting,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,clothing=1,,,twist_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
wrinkle,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,clothing=1,,,wrinkle_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
wrinkle,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^clothing=1,,,wrinkle_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
wrinkles,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^clothing=1,,,wrinkle_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
wrinkled,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,clothing=1,,,wrinkle_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
wrinkled,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,clothing=1,,,wrinkle_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
wrinkling,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,clothing=1,,,wrinkle_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crumple,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,clothing=1,,,crumple_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
crumple,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^clothing=1,,,crumple_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
crumples,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^clothing=1,,,crumple_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
crumpled,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,clothing=1,,,crumple_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crumpled,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,clothing=1,,,crumple_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crumpling,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,clothing=1,,,crumple_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
warp,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,clothing=1,,,warp_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
warp,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^clothing=1,,,warp_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
warps,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^clothing=1,,,warp_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
warped,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,clothing=1,,,warp_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
warped,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,clothing=1,,,warp_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
warping,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,clothing=1,,,warp_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
fray,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,clothing=1,,,fray_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
fray,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^clothing=1,,,fray_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
frays,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^clothing=1,,,fray_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
frayed,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,clothing=1,,,fray_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
frayed,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,clothing=1,,,fray_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
fraying,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,clothing=1,,,fray_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
stretch,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,clothing=1,,,stretch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stretch,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^clothing=1,,,stretch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stretches,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^clothing=1,,,stretch_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
